Timestamp,Player,Result,Attempts,Word,LastGuess
2025-05-07 16:57,Deniss,LOSE,6,plant,-
2025-05-08 19:53,Deniss,LOSE,6,ditch,-
2025-05-08 20:07,Deniss,LOSE,6,scant,-
2025-05-08 20:08,Deniss,LOSE,6,chevy,-
2025-05-08 20:09,Deniss,LOSE,6,lapel,-
2025-05-08 20:09,Deniss,LOSE,6,stove,-
2025-05-08 20:11,Deniss,LOSE,6,mushy,-
2025-05-08 20:11,Deniss,LOSE,6,rigor,-
